????(???)?,??,???,?? (?),?,0 - 4?,5 - 9?,10 - 14?,15 - 19?,20 - 24?,25 - 29?,30 - 34?,35 - 39?,40 - 44?,45 - 49?,50 - 54?,55 - 59?,60 - 64?,65 - 69?,70 - 74?,75 - 79?,80? ??,80 - 84?,85? ??,85 - 89?,90 - 94?,95 - 99?,100? ??
 ???,?,10 - 14?,8800,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,10761.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,13703,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,11511,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,9442,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,12349.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,14423.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,17903.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,17879.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,18453,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,18831,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,13385,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,10287,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,9075,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,11082.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,6423.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,4659,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,3081,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,1233,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,297.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,47.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,105025,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,3019,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,4099,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,4606.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,5648,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,7371,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,6435,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,5141,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,6252,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,7259.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,9260,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,9098,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,9098,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,9135,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,6296,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,4779,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,3858.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3669.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,2447.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1222,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,918.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,246,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,49.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,8,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,106618,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,2801.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,3836.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,4193.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,5113.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,6332,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,5076,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,4301,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,6097.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,7164,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,8643.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,8781.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,9355,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,9696,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,7089,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,5508,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,5216.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,7413,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3976,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,3437,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,2162.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,987,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,248,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,39.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,89814,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,2742,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,4007.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,4183,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,4764.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,5165.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,4233.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,3756.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,5570,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,6564.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,8033.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,7870.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,7623.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,7728.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,5554.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,4165,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,3785.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,4066,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2425.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1640.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1169,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,365.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,100,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,6,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,45572,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,1390.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,2087,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,2162,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,2500,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,3033,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,2492.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,2059,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,2884,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,3329,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,4285.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,4089.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3894,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,3742.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2668,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1969.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1619,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1367,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,946,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,421,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,327,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,75.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,17.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,1,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,44242,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,1351.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1920.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,2021,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,2264.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2132.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1741,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1697.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,2686,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,3235.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,3748,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,3781,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3729.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,3986,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2886.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,2195.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,2166.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,2699,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1479.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1219.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,842,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,290,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,82.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,42288,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,1054,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,1664,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,1830,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,2113,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,2191.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,1560,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,1536,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,2397,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,2998.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,3414,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,3617.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,3709,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,4170.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,3193.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,2546.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,2155,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,2138,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,1399,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,739,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,528.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,167.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,40,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,3,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,21394.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,552,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,845,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,932,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1133.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1256,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,877,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,836,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1234,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1572,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1862.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1980,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,1929,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2110.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1513,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1128.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,937,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,696.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,514.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,182,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,150.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,28,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,3.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,0,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,20893.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,502,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,819,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,898,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,979.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,935.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,683,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,700,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1163,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1426.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1551.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1637.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,1780,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2060,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1680.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1418,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1218,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1441.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,884.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,557,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,378,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,139.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,36.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,3,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,81496.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,2542.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,3366.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,3408.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,4203.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,4692.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,4223.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,4038,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,5125,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,5534,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,6885,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,7452.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,7572.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,7283.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,4816.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,3617,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,3087,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,3648.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2107,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1541.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,952,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,487,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,92,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,10.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,40312,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,1311,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1679.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1742.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,2195.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2618.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,2413,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,2195,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,2682,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,2751,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,3409,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,3712,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3688,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,3571.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2287.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1645,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1281.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1129.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,764,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,365.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,242.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,97,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,26,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,0,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,41184.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,1231.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1687,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1666,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,2008,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2074,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1810.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1843,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,2443,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,2783,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,3476,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,3740.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3884.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,3712,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2529,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1972,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1805.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,2519,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1343,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1176,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,709.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,390,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,66,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,10.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,65623,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,1777,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,2223,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,2352,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,3017.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,4741,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,2833,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,2585,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,3424,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,3974.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,5026.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,5438.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,5980,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,6176,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,4555.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,3714.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,3418.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,4386.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2523,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1863.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1316,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,445.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,89.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,12.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,33275,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,885,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1152,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1238.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1570.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2579,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1652.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1399.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1836.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,2141.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,2856,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2999.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3102.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,3097,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2276.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1779,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1344,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1365.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,900.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,465,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,367.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,85,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,11.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,1,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,32348,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,892,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1071,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1113.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1447,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2162,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1180.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1185.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1587.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1833,,,,,,,,,,,,,,,,,,,,,,,,
